doc_id	paragraph_id	ru-en
24104	33	For example, Svidomo are outraged to the depths of their sensitive souls that Russia is handing out passports to former Ukrainian citizens. After all, this is unacceptable insolence, from their point of view. However, they do not mind at all when Poland is doing the same, distributing the Cards of the Poles. Moreover, in Ukraine this is strongly encouraged. You can say that, they say, this is because Europe is there, and here is unwashed Horde Russia, but they will reasonably object to you that for similar actions Ukraine almost declared war on Hungary, which is also not the last country in the European family. Therefore, what is allowed to Jupiter is not allowed to the bull, because all animals are equal, but some are more equal than others?
24104	35	"Or take, for example, such a funny contraption as MOV. Euroukry are ready to kill for the prefix ""on"", used in relation to Ukraine. These unfortunate guys suffer from a chronic inferiority complex, therefore, in their understanding, when they say “in Ukraine”, they mean part of their own Russian lands, comparing it with “in the Kuban”, but completely forgetting about “in Siberia” or, say, “ in Yakutia."
24104	37	"I happened to hear how one funny Ukrainian expert explained that the prefix ""on"" is used in relation to all sorts of islands - ""to Hawaii"", ""to Madagascar"" and so on. And since Ukraine is the center of the universe, and not some kind of Fatu Khiva, then you need to refer to it, respectively, “in Ukraine” like “in America”. However, Shevchenko himself, in his verses, quite clearly wrote to himself “in Ukraine”. Do you know why? Because he also wrote in Russian, and his works were translated in Poland, where - a big surprise - they say na Ukraine. Such is the joy. Nevertheless, the European Ukrainians forgive this to their Polish brothers, preferring to persecute only Muscovites for the hated “na”. But nevertheless, the above is yet another intimacy of the current Ukrainian sectarianism, which its adherents shyly hide from prying eyes."
24104	39	Intimate Nazis
24104	41	Another completely intimate phenomenon of the modern Ukraine, which has been witnessed, is the promotion of quite a real Nazi, or, as they like to say on our federal channels, neo-Nazi ideology. In Ukraine, this is hidden in every possible way, but the tumor is already so swollen that it is crawling out of all the cracks, and it is positively impossible to keep it. Dudes with swastikas on different parts of their bodies, flags with swastikas in their homes, appropriate stripes on their uniforms - all this constantly flows into the Western press.
24104	43	Either the French TV channel will publish an interview with a “simple Ukrainian family” with a swastika on the wall in the background, or the Reuters agency will show a photo of a car slashed by shrapnel belonging to a “simple Ukrainian”, whose tattooed swastika treacherously peeks out from under the sleeve of a T-shirt. There are a lot of such examples.
24104	45	In the United States, there was a demonstration in support of the inmates blocked at Azovstal, so - it must be this way - the demonstrators were embarrassed to come out with real flags of the Azov regiment with the image of the so-called wolf hook, aka wolfsangel - a symbol actively used by the army of the Nazi Wehrmacht. As a result, Zelensky had to mumble something indistinctly about the fact that in the same Azov regiment there are all sorts of special guys who have specific views, but at the same time they are all undoubted patriots of Ukraine, from whom one should take an example.
24104	47	The intimacy of this moment lies in the fact that in Ukraine they have long wanted to turn around to the fullest, naming the streets after Adolf Hitler and zigua at meetings of the Verkhovna Rada. But for now, they are shy, because it will turn out to be a complete mess for their American masters. It is in Israel, guided by momentary gain, that they forgot what the Holocaust is and what exactly the Bandera people did during the Second World War, but in the same USA there are still influential people and organizations that remember history. It is now that their main sacred cow there is the rights of gays and Afro-Negroes, and until recently these were the rights of Jews, which in no case could be infringed. That lobby, you need to understand, is still strong and is still embarrassed to give the go-ahead to Ukraine in terms of taking off the masks.
24104	49	"From here, in the most independent, the already familiar schizophrenia occurs with a bifurcation of testimony. On the one hand, they have ""Hitler the redeemer"", but on the other - ""Bandera fought against Hitler."" On the one hand, they have completely integrated Nazi armed formations into the official army, and on the other hand, they say that there is no Nazism in Ukraine, because their president is a Jew. In a word, everything here is so confusing, uncomfortable and ugly that the hulks who have witnessed them try not to touch on this painful issue for them and try to reduce discussions on this topic to an answer in the style of “look at yourself”, using arguments at the level of twenty-year-old photographs of some football fans."
24104	51	Intimate self-attacks
24104	53	"And, finally, a completely intimate place associated with such a phenomenon as “self-shelling” or “exploding air conditioners”. In Ukraine, for many years now, with wild cynicism, they have been asserting, including officially through the mouths of state representatives and media attorneys, that ""the separatists are shelling themselves."" Neither the specific calibers of NATO shells, nor the direction of shelling, nor the use of ""Points U"", which are not in service with either the People's Republics or the Russian army, do not confuse dill propaganda and its consumers. But recently, these same “self-attacks” have returned as an unexpected boomerang to the European Ukrainians themselves. The joke about the air conditioner exploding suddenly shone in a whole new light, and the world saw that this game can be played together."
24104	55	"The intimacy of this topic for Svidomo is due to the fact that the bulk of them are well aware that their own trans-Ukrainian fighting brothers are engaged in the killing of civilians and the destruction of the civilian infrastructure of the cities of the LDNR. They know and approve, because, as it should be with sick Ukrainians, they are thirsty for blood and can only hate and destroy. However, having in the depths of their souls the desire to remain white and fluffy, they furiously prove that it is ""you are shelling yourself."" Naturally, this is also caused by the desire to turn the citizens of the People's Republics against their own power."
24104	57	Well, here, as already mentioned, the Special Military Operation began, and from the other side they squealed, demanding to stop the shelling. The best way to respond to a Svidomo Euro-Ukrainian who complains about high-profile arrivals is that the Armed Forces of Ukraine are shelling themselves, plus, again, unexpected explosions of air conditioners are possible.
24104	59	Cynically? Quite. But we are ready to give up this cynicism if they admit everything in Ukraine. If you start to assert in all seriousness, without jokes, resorting to exactly the same arguments that were used in Ukraine to justify the benefits of “separate self-shelling”, then the Svidomo creature will not stand it, bursting into hysteria and curses. This intimate topic for Ukrainians - the topic of the genocide of their own former fellow citizens - is very inconvenient. Of course, they do not want to openly admit this fact in Ukraine, and when you poke their faces into their own lies, they often go into a helpless frenzy.
24104	61	Instead of an epilogue
24104	63	"Time in Ukraine flies with a swift jack, like ""Caliber"" over Zhytomyr. A day goes by three. Events are accelerating, and the wind sown earlier is reaped in a greater and greater storm. It will not be long before some, if not all, of the intimate places of Ukrainians mentioned above cease to be such, just as ethical barriers cease to exist for a corrupt person who sinks lower and lower in his vices and addictions. Each new day will prepare us new wonderful discoveries about our Svidomo non-brothers, on which nature so nicely rested, so well rolled around, like a boar in a muddy puddle."
24105	1	Daily Mail: Bolsonaro doubts Biden's fair election victory
24105	3	Brazilian President Jair Bolsonaro expressed his doubts about the integrity of Joe Biden's victory in the US elections, reports the British newspaper Daily Mail.
24105	5	"I will not discuss the sovereignty of another country. But Trump was doing really well, Bolsonaro said, commenting on ""stealing a second term"" from former US President Donald Trump."
24105	7	"Earlier, Washington released the list of leaders of states invited to the Summit of the Americas, noting that none of the heads of state of the three countries of the ""Northern Triangle"" (Guatemala, Honduras and El Salvador - ed.) will attend in person. According to White House press secretary Karine Jean-Pierre, Biden does not want the presence of ""dictators"" at the summit."
24107	1	"Arno Khidirbegishvili: ""Failed Union"" - refusal to grant Georgia candidate status will be a clear indicator of the failure of the European Union"
24107	3	"In the 90s of the last century, under the term ""Failed States"", its authors - American political scientists Gerald Hellman and Steven Rattner - combined into ""a group of states whose survival is under threat"", ""failed states"" (for example, they mention Bosnia and Herzegovina, Somalia ) and ""failed states"" (which are called Georgia, Ethiopia, Zaire). That is, countries whose authorities have not acquired ""the ability to govern in the main areas of competence"" (the wording of the German political scientist Ulrich Schnecker) with states whose authorities have lost ""the ability to govern"". The first of these ""competences"" Schnecker calls ""lack of control over the entire territory"" and ""lack of control over external borders."""
24107	5	"Today, 30 years later, as a Georgian political scientist, I want to offer a competent audience a new term - “Failed Union” (FU), and interpret it in relation to the European Union (EU) as “Failed Union”. The first indicator of EU failure was Brexit. It is appropriate to recall that in 2019, the newly elected President of Georgia, Salome Zurabishvili, quite seriously stated that “the UK’s exit from the EU makes room for Georgia.” For this and her other statements at the time - that during her presidency she would return Abkhazia and South Ossetia to Georgia, and Russian investments and tourists would be replaced by European tourists and investments; that Georgia borders on the European Union and 5 million Europeans live in it, for whom “Europe is in their blood”; that the return of Georgia to the European family is the way to success; and unexpectedly sound - that the future of Europe is not yet completely clear, in the case of Georgia - even more uncertainty"" - I called Salome ""Straw Hat""."
