id,line,text,labels
111111122,29,"I've argued that too much disclosure is required, and that Democrats (and any wavering Republicans) had more than enough information to make up their mind. I still think that's true. But it did leave Republicans vulnerable to claims about transparency which were likely to be popular -- most people, and the entire press corps, love transparency -- and vulnerable to bombshells in the documentary record which hadn't been initially disclosed. In the event, that's not what's causing the trouble, but still it's an example of Trump taking needless risks.",Loaded_Language
111111122,31,"Some have speculated that Kavanaugh would be especially likely to rule in Trump's favor if any cases stemming from the Robert Mueller investigation wind up at the high court. Perhaps. There are plenty of other partisan, conservative judges, and plenty of conservative judges who lean towards an expansive view of presidential powers. And if Kavanaugh is really an outlier on that issue, then he won't be in the majority on any future decision anyway. So, no, I don't think there's any good reason to think Kavanaugh would be especially helpful to Trump compared to others he could have selected.",Name_Calling-Labeling
111111123,36,"“The fact that both parties only care if it scores political points is hypocritical,” she added. “Do you think a person who has dealt with any form of abuse by politicians is thinking about politics? No, we & are families are trying to heal.”",Loaded_Language
111111124,1,Agencies scramble to prep Russia probe files for release after sweeping Trump order,Loaded_Language
111111124,3,Intelligence agencies were scrambling Tuesday to comply with a sweeping order by President Trump to declassify key documents that could shed light on the origins of the Russia collusion probe that has hamstrung the administration for more than 18 months.,Loaded_Language
111111124,5,The documents Trump ordered declassified involve a renewed Foreign Intelligence Surveillance Act warrant against former campaign aide Carter Page and text messages from disgraced former FBI officials Peter Strzok and Lisa Page.,Name_Calling-Labeling
111111124,19,"The president also ordered the release of unredacted text messages from fired FBI Special Agent Peter Strzok, former FBI counsel Lisa Page, former FBI Director James Comey and former FBI Deputy Director Andrew McCabe.",Name_Calling-Labeling
111111124,21,"The president for months has blasted Strzok and Page for the bias revealed in their text messages, as well as Comey and McCabe for their leadership of the FBI. Comey was fired from the bureau in May 2017; McCabe was fired by Attorney General Jeff Sessions in March; Page left the bureau in May; and Strzok was fired last month.",Loaded_Language
111111124,24,"The source added that the Justice Department is working on a ""compressed timeline"" and they expect the first release of records in days or sooner. The text messages are expected to take longer because of the sheer number involved and the fact that Trump ordered their release without redactions.",Exaggeration-Minimisation
111111124,26,"Republicans on Capitol Hill, including House Intelligence Committee Chairman Devin Nunes, R-Calif., are touting the president’s order, saying it covers “pretty much everything that he wanted…and the text messages are a bonus,” a source said of Nunes.",Loaded_Language
111111124,30,"But Democrats,including the committee’s ranking member, Rep. Adam Schiff, D-Calif., are blasting the declassification order as a “clear abuse of power.”","Loaded_Language,Name_Calling-Labeling"
111111124,32,"""[Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,"" Schiff said. ""With respect to some of these materials, I have been previously informed by the FBI and Justice Department that they would consider their release a red line that must not be crossed as they may compromise sources and methods.","Causal_Oversimplification,Loaded_Language"
111111124,34,"""This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,"" Schiff added.","Doubt,Name_Calling-Labeling"
111111124,36,"The president’s order is similar to his February move, when he cleared the way for the Republican-led House Intelligence Committee to release a partisan memo about the surveillance warrant on Carter Page. Democrats, weeks later, released their own version of the memo.",Name_Calling-Labeling
111111131,3,Nearly five hours of unprecedented and surreal talks between US President Donald Trump and North Korea's Kim Jong Un culminated on Tuesday with fulsome declarations of a new friendship but just vague pledges of nuclear disarmament.,Loaded_Language
111111131,5,"For Trump, that amounted to a triumphant outcome in his extraordinary gamble with the rogue kingdom's despotic leader. But there were scant details on what new commitments had been secured from Kim, even as Trump announced he would end the regular military exercises the US conducts with South Korea.","Loaded_Language,Name_Calling-Labeling"
111111131,6,"Whether nuclear disarmament is indeed the final outcome of Tuesday's summit won't be known for years, if not decades. But the dramatic act of extending his hand to one of America's longtime adversaries will forever illustrate Trump's gut-driven, norm-shattering tenure.","Exaggeration-Minimisation,Loaded_Language,Name_Calling-Labeling"
111111131,7,"""We both want to do something. We both are going to do something. And we have developed a very special bond,"" Trump said at the conclusion of the landmark summit. ""People are going to be very impressed. People are going to be very happy.""",False_Dilemma-No_Choice
111111131,8,"The document he and Kim signed said the North Korean leader ""reaffirmed his firm and unwavering commitment to complete denuclearization of the Korean Peninsula."" In exchange, Trump agreed to ""provide security guarantees"" to North Korea. ",Loaded_Language
111111131,12,"More critical, in Trump's telling, was the development of a personal bond with Kim, a brutal dictator responsible for the deaths not only of his own citizens but of at least one American, Otto Warmbier, who was returned to the US in a coma only to die days later.",Name_Calling-Labeling
111111131,16,"Trump and Kim -- both intent on making history -- greeted each other early in the day with extended hands in front of a row of US and North Korean flags, a previously unthinkable sight that reflects a new chapter in the two countries' acrimonious relationship.",Loaded_Language
111111131,17,"Trump's threats to politely walk out of the meeting if his expectations were unmet did not materialize. Instead he predicted he could ""solve a big problem, a big dilemma"" alongside his new partner.",Loaded_Language
111111131,18,"""Working together, we'll get it taken care of,"" Trump said.",Slogans
111111131,20,"Other unforeseen events also surrounded the summit, increasing the drama. Minutes before the historic handshake, Trump tweeted that his top economic adviser Larry Kudlow had suffered a heart attack. Immediately after the encounter, Dennis Rodman -- one of the only Americans to have met Kim -- was openly weeping while being interviewed by CNN's Chris Cuomo.",Loaded_Language
111111131,21,Even Kim seemed to acknowledge the surreality of the day.,Loaded_Language
111111131,23,"At the conclusion of the summit, Trump hailed the talks as a historic, and personal, achievement.","Loaded_Language,Repetition"
111111131,24,"""We learned a lot about each other and our countries,"" Trump said. ""I learned he's a very talented man.""",Name_Calling-Labeling
111111131,25,"When pressed about those comments in light of Kim's brutal tactics, Trump continued praising the North Korean leaders' ability to run a country at a young age.",Loaded_Language
111111131,26,"""He is very talented,"" Trump said, citing Kim's ability to ""take over a situation like he did at 26 years of age and run it, and run it tough.""",Repetition
111111131,27,"Kim assumed power after his father Kim Jong Il, also a brutal dictator, died in 2011.",Repetition
111111131,28,"Throughout the day, Trump and Kim's body language was openly friendly, a striking warmth given Kim's iron grip on power and dismal record on human rights. Trump's move to meet him attracted fierce criticism for normalizing a regime routinely called out for its human rights abuses, that over years has built an image of fearsome renegade regime, throwing around threats of nuclear war.",Loaded_Language
111111131,30,"Trump told reporters he would ""absolutely"" extend an invitation to the White House to Kim, who also heralded a new era.","Exaggeration-Minimisation,Loaded_Language"
111111131,31,"""Today, we had a historic meeting and decided to leave the past behind,"" Kim said through a translator. ""The world will see a major change.""","Exaggeration-Minimisation,Repetition"
111111131,34,"""I want to get our soldiers out. I want to bring our soldiers back home,"" Trump said. ""But that's not part of the equation right now. I hope it will be eventually.""","Flag_Waving,Repetition"
111111131,39,"Trump took keen interest in the pageantry of the day, insisting the pictures beamed around the world reflect a commanding leader making a decisive, world-altering move. At the same time, he'd admitted he didn't believe he required extensive preparation to take stock of Kim.","Exaggeration-Minimisation,Name_Calling-Labeling"
111111131,41,"Here in futuristic Singapore, however, Kim was able to view the benefits of economic advancement at close range. He was spotted taking a moonlit stroll around the high-end Marina Bay Sands hotel and casino, owned by GOP mega-donor Sheldon Adelson, the type of glitzy development few North Koreans could ever imagine coming to their country.",Name_Calling-Labeling
111111131,42,"Kim was cheered by onlookers who caught sight of the dictator, who until earlier this spring was not believed to have ever left North Korea as supreme leader.",Repetition
111111132,3,"Gym is Trenton Tolliver’s favorite class. But the 7-year-old is also a huge fan of the weekly Bible course at Princeton Primary, his public elementary school. He gets to play matching games about Bible stories and listen to classic tales. Noah and the Ark is a favorite. Adam and Eve and the garden of Eden, of course. And the story about how their son Cain killed his brother, Abel.",Loaded_Language
111111132,11,"“My experience with it has been very positive. I’ve never known of anyone who has been pressured or felt ostracized,” said the Rev. David W. Dockery, senior pastor at First Baptist Church of Princeton. “Any time God’s word can be proclaimed is beneficial and is a good thing.”",Name_Calling-Labeling
111111132,26,"Bypassing the class left her vulnerable to bullying. Deal said other students told her daughter that she was going to hell. One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this. You need to be reading the Bible.”","Appeal_to_Fear-Prejudice,False_Dilemma-No_Choice"
111111132,30,"Deal said she joined the suit because she believes strongly in the separation of church and state. “When something is wrong,” she said, “you have to stand up against it.”",Loaded_Language
111111132,32,"You can find the Church of God here. And the Church of Christ. And the Church of Jesus. There are a couple of Catholic churches, a synagogue and a mosque, but the vast majority of houses of worship are Baptist, Methodist or Pentecostal. The radio in the region is filled with gospel stations, Bible talk shows and Christian rock. Billboards tout the Ten Commandments or offer stern messages on abortion and eternal salvation. Beneath a Chick-fil-A billboard in Princeton, another asks: “If you die tonight. Heaven or Hell?”",False_Dilemma-No_Choice
111111132,44,"“As a person of faith myself, I don’t see any problem with having an after-school Bible program,” White said. “But to me this seems a pretty clear violation of the Constitution.”",Loaded_Language
111111132,48,"In a commentary for the Charleston Gazette-Mail, White wrote that “the Bible in the schools program in Mercer County is being sustained on a foundation of lies.”",Loaded_Language
111111132,55,"“Lynne White You are not a Christian, a Christian is a person who strives to be more Christ like with everything they do and I do not believe Christ would be working to shut this program down or alter it to include your worldly views.”",Name_Calling-Labeling
111111132,60,"But the program’s fate will not be resolved by popular vote or on Facebook posts. Instead, the question will be tried in the courtroom of Judge David A. Faber of the U.S. District Court for the Southern District of West Virginia in Bluefield. (Faber was nominated by President George H.W. Bush.)",Red_Herring
111111132,64,"“There are two things to look at,” Sasser said. “The first is whether you can have a Bible course at all. And the other is whether you can have the Bible course as it is presently constituted. It’s fair to say that we’re very confident on the first issue. And on the second issue ... our client is very, very flexible in terms of making sure that the content is in compliance with the law.”",Loaded_Language
111111132,69,"According to Elliott, the Mercer program is “extremely rare” and there are only a handful of districts around the country with similar courses.",Loaded_Language
111111132,78,"“Even if 99.9 percent of the people in the community want it, they need to remember that liberty of conscience is not up for a vote,” he said.",Slogans
111111133,5,"The Trump administration stood down on Monday from its nearly two-week-long dispute with CNN over the White House credentials of Mr. Acosta, informing the correspondent that his badge was formally restored. CNN in turn dropped its lawsuit on the matter, which had ballooned into a test of press freedoms in the Trump era.",Loaded_Language
111111133,7,"But while it yielded to Mr. Acosta — whose testy questions had touched off Mr. Trump’s ire — the administration used the occasion to lay down a set of formal rules governing reporters’ behavior at future White House news conferences, a highly unusual step.",Loaded_Language
111111133,11,"The White House sought to blame Mr. Acosta for behaving disrespectfully, although Mr. Trump often lobs insults at journalists and encourages a free-for-all format when taking questions from reporters.",Loaded_Language
111111133,12,"Codifying the behavior of journalists struck some as an ominous encroachment into freedom of the press, and the White House Correspondents’ Association said on Monday that it had not been consulted about the new guidelines.",Loaded_Language
111111133,19,"Press relations were not always rosy in pre-Trump days. President Barack Obama’s aides preselected the news outlets that were allowed to ask questions at his news conferences. Mr. Obama often chastised reporters, including Mr. Acosta on one occasion, for questions he deemed overly aggressive or grandstanding.",Loaded_Language
111111133,20,"But Mr. Trump, a devoted news consumer who relishes his coverage, plays up his conflicts with reporters in part to excite his supporters. He has held far fewer formal news conferences than his predecessors, and the daily White House briefing has virtually disappeared on his watch.",Name_Calling-Labeling
111111133,22,"Revoking Mr. Acosta’s White House badge was the most severe step yet, and it soon became apparent that the move would not pass legal muster: After suing last week, Mr. Acosta was granted the temporary return of his credentials by a federal judge.",Loaded_Language
111111133,26,"Aides to Mr. Trump say that the president does not mind answering questions, pointing to his numerous impromptu sessions with reporters during White House photo-ops and Marine One departures. The aides complain about reporters who they say do not respect the solemnity of the setting, even as Mr. Trump flouts many of the norms associated with his office.",Loaded_Language
111111133,30,That notion read more like a warning — behave or else — and the Correspondents’ Association seemed unmoved.,False_Dilemma-No_Choice
111111134,10,"In a statement, Manafort called the story “totally false and deliberately libelous” and said he was considering his legal options against the Guardian.",Name_Calling-Labeling
111111134,11,"“I have never met Julian Assange or anyone connected to him,” Manafort said. “I have never been contacted by anyone connected to WikiLeaks, either directly or indirectly. I have never reached out to Assange or WikiLeaks on any matter.”",Repetition
111111134,15,And WikiLeaks said on Twitter that it was “willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange.” It later tweeted that Assange had instructed his lawyers to sue the Guardian for libel.,Exaggeration-Minimisation
111111134,23,"An AP investigation into Russian hacking shows that government-aligned cyberspies began an aggressive effort to penetrate the Clinton campaign’s email accounts on March 10, 2016.",Name_Calling-Labeling
111111135,5,"The Feb. 25 speech, which was given at an event for Saviour’s Day, a religious gathering of the Nation, ran for almost three hours. During it, Mr. Farrakhan said that the “powerful Jews” were his enemies, and that Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men,” as well as other incendiary remarks.","Causal_Oversimplification,Loaded_Language"
111111135,7,"A religious fundamentalist whose group has been condemned by the Southern Poverty Law Center, Mr. Farrakhan is fervently opposed to the legitimacy of the state of Israel, and his political positions regarding the country frequently spill over into bigoted remarks about Jews, which is why many public officials have avoided association with him. Mr. Farrakhan has denied that he is anti-Semitic and has even said that his father may have been Jewish.",Loaded_Language
111111135,9,"Much of the recent coverage has been focused on Tamika Mallory, one of the heads of the Women’s March organization, who attended the Feb. 25 speech, and on Representative Danny Davis, a Democrat of Illinois, who defended Mr. Obama and Mr. Farrakhan after the photo came to light. Their reluctance to condemn Mr. Farrakhan has led to criticism from across the ideological spectrum this week.",Loaded_Language
111111135,14,"Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s. But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali.","Appeal_to_Authority,Loaded_Language"
111111135,19,"The Nation of Islam had gained followers around the nation in the 1940s and ’50s by providing something of a religious answer to antiblack racism. It was not widely recognized as an anti-Jewish organization during its early years (its early literature, though, focused on “the white man” as “the white devil”). But in 1967, it became outspokenly and flagrantly anti-Zionist, in an expression of solidarity with Palestinians. That political position became a vehicle for Mr. Farrakhan to express his anti-Semitism. (Among his more infamous comments is his 1984 description of Adolf Hitler as “a very great man.”)","Exaggeration-Minimisation,Guilt_by_Association,Loaded_Language,Name_Calling-Labeling"
111111135,28,Why were Tamika Mallory and Danny Davis reluctant to denounce him?,Doubt
111111135,29,"Ms. Mallory, who declined to comment for this article, did not respond to calls to condemn Mr. Farrakhan, for whom she had expressed admiration in the past.","Loaded_Language,Repetition"
111111135,44,"(Mr. Muhammad, in a 2012 blog post, said that he was an admirer of Mr. Farrakhan and that the minister was not an anti-Semite. He reaffirmed that he admired Mr. Farrakhan in an interview on Friday, though he said that the things the minister says about Jewish people “sometimes make me shudder.”)",Loaded_Language
111111135,46,"Katie Hill, a spokeswoman for Mr. Obama, said on Friday: “President Obama has denounced racism and anti-Semitism his entire life. That includes his public and repeated repudiations of Louis Farrakhan’s views over the years. Today is no different — he still rejects the harmful and divisive views Farrakhan continues to espouse.”",Loaded_Language
111111135,48,"Representative Davis, who was interviewed by The Daily Caller, a conservative news site, after the photo emerged, called Mr. Farrakhan an “outstanding human being,” and later said he was not bothered by the leader’s position on “The Jewish Question.”",Exaggeration-Minimisation
111111135,50,"After a monthlong backlash about that interview, largely in conservative media, Mr. Davis said in a statement to Forward on Thursday that “I reject, condemn and oppose Minister Farrakhan’s views and remarks regarding the Jewish people and the Jewish religion.”",Loaded_Language
111111136,12,"“It would not be my first option to bring in the military, but I am prepared to do whatever is necessary to make sure that serious, organized crime is stamped out,” Lofven told news agency TT.",Loaded_Language
111111136,20,"“This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years,” he said sarcastically.",Flag_Waving
111111137,3,"New gun control measures for Florida have passed another legal hurdle, weeks after one of the worst school shootings in US history.",Exaggeration-Minimisation
111111137,27,"Ryan Petty, whose daughter was among those killed, hailed the House's vote in a tweet.",Loaded_Language
111111137,31,"State Democratic Party legislators who backed the bill said it was necessary despite the ""poison pill"" of allowing more guns in schools under the guardian programme. Florida now joins at least six other states in allowing school employees to carry firearms.",Loaded_Language
694327499,3,"Thus, it took more than a year-and-a-half for the Factory to roll out the old reliable “mistranslation” defense to explain away the infamous paragraph 303 of Amoris Laetita (AL), which reads as follows in the official English translation on the Vatican website:",Loaded_Language
694327499,7,"But it’s all a misunderstanding, say Dr. Robert Fastiggi, professor of Systematic Theology at Sacred Heart Major Seminary, and Dr. Dawn Eden Goldstein, S.T.D., professor of Dogmatic Theology at Holy Apostles College and Seminary. All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does.",Causal_Oversimplification
694327499,13,But just a moment: how can objectively immoral behavior ever be characterized as an “offering” to God? It would seem the Latin version has graver implications than the English because it suggests that falling short of what the moral law requires is an oblation pleasing to God if one’s “limits” make obedience to the moral law difficult. And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow: “Pope Francis is not talking about an offering of an objectively sinful action but a gift of self that moves toward God and the objective moral norm.”,Loaded_Language
694327499,15,"So, our intrepid presenters of What the Pope Really Means® would have us believe that objectively immoral behavior, which is the best one can do according “the “concrete complexity of one’s limits,” is no longer simply objectively immoral behavior but rather a gift of self because it moves toward morally licit behavior. Fastiggi and Goldstein have managed to make the problem even worse in their attempt to explain it away.",Name_Calling-Labeling
694327499,17,"What about the English locution “while yet not fully the objective ideal,” which seems to reduce the negative precepts of the natural law to mere ideals? Not so, Fastiggi and Goldstein contend. Do not all those ignorant critics of AL know that the Latin text employs the phrase “obiectivum exemplar,” which, translated literally into English is “objective exemplar.” They declare triumphantly: “The Latin term exemplar does not mean an unattainable ideal, it specifically means a pattern or model to follow.”",Name_Calling-Labeling
694327499,23,"So, as Fastiggi and Goldstein would have it, all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—including those ignorant Vatican translators. According to their proposed “alternate translation” into English, What the Pope Really Means® is that objectively immoral behavior one feels unable to correct due to one’s “limits” is “the offering that God himself is asking amid the mass of impediments, although it may not yet be the perfect objective model.” Which is what the official English translation already says but with fewer words.","Causal_Oversimplification,Name_Calling-Labeling"
694327499,25,"It seems Fastiggi and Goldstein are hoping no one will notice that their linguistic tinkering produces no real change in meaning but only an intensification of its perniciousness. Indeed, their “proposed alternate translation” reduces the avoidance of adulterous relations in “second marriages” to the “perfect objective model.” Now, how could anyone but a Pharisee expect perfection from people living in adultery? Are you perfect? Then again, the Pharisees are precisely the ones Our Lord condemned for accommodating divorce and remarriage in violation of the natural law. But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line. And Fastiggi and Goldstein are busily helping it along, changing red signals to green. No problem here! has been the mantra of the neo-Catholic establishment for nearly half a century of ecclesial auto-demolition.",Loaded_Language
694327499,27,"But wait, there’s more! Our dynamic translators even provide their own dynamic interpretation of AL to mean that the “offering” to God of which Francis speaks is merely the decision by a divorced and “remarried” couple with children not to end their relationship, which would be the “perfect objective model,” but rather to “live in continence until they may—after the hoped for declaration of nullity—enter into a true marriage.” That is, they would have Francis affirming John Paul II’s Familiaris consortio, which repeats the Church’s constant teaching that continence is required of those who have entered into adulterous “second marriage,” failing which they cannot be admitted to the sacraments.","Conversation_Killer,Name_Calling-Labeling"
